Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MT370885,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29726,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08461/2020, complete genome"
MT370890,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08477/2020, complete genome"
MT370896,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29716,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08459/2020, complete genome"
MT370897,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08452/2020, complete genome"
MT370898,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29719,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08487/2020, complete genome"
MT370908,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29719,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08435/2020, complete genome"
MT370920,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29724,GenBank,complete,,,"Gonzalez-Reiche,A.S., Hernandez,M., Sullivan,M., Ciferri,B., Alshammary,H., Obla,A., Fabre,S., Kleiner,G., Polanco,J., Khan,Z., Alburquerque,B., van de Guchte,A., Dutta,J., Francoeur,N., Salom Melo,B., Oussenko,I., Deikus,G., Soto,J., Sridhar,S.H., Wang,Y.C., Twyman,K., Kasarskis,A., Altman,D.R., Smith,M., Sebra,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Luksza,M., Patel,G., Paniz-Mondolfi,A., Gitman,M., Sordillo,E.M., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV08466/2020, complete genome"
MT370957,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09099/2020, complete genome"
MT370960,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29714,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09097/2020, complete genome"
MT370987,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29723,GenBank,complete,,,"Gonzalez-Reiche,A.S., Sullivan,M., Obla,A., Patel,G., Sordillo,E., Gitman,M., Paniz-Mondolfi,A., Hernandez,M., Fabre,S., Polanco,J., Khan,Z., Albuquerque,B., Dutta,J., Soto,J., Sridhar,S.H., Wang,Y.C., Smith,M., Sebra,R., Miorin,L., Liu,W., Albrecht,R., Aberg,J., Krammer,F., Garcia-Sastre,A., Simon,V., van Bakel,H.",,USA: NY,Homo sapiens,oronasopharynx,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/NY-PV09092/2020, complete genome"
MT326187,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29919,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1294/2020, complete genome"
MT326190,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29913,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1436/2020, complete genome"
MT326191,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29832,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1422/2020, complete genome"
MT293170,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29798,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1327/2020, complete genome"
MT293181,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1338/2020, complete genome"
MT293182,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1353/2020, complete genome"
MT293183,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1296/2020, complete genome"
MT293184,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29756,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1297/2020, complete genome"
MT293189,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29863,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1322/2020, complete genome"
MT293194,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29653,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1349/2020, complete genome"
MT293204,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29896,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1446/2020, complete genome"
MT293218,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29870,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1441/2020, complete genome"
MT293219,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29885,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1440/2020, complete genome"
MT293220,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29869,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1470/2020, complete genome"
MT293222,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29842,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1433/2020, complete genome"
MT293224,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29847,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1608/2020, complete genome"
MT293225,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29865,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1599/2020, complete genome"
MT258377,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-005/2020, complete genome"
MT258378,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-006/2020, complete genome"
MT258379,2020-03-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29892,GenBank,complete,,,"Arevalo,S., Batson,J., Botvinnik,O., Castaneda,G., Detweiler,A., Dynerman,D., Hao,S., Kamm,J., Kistler,A., Kumar,G.R., Langelier,C., Li,L., Miller,S., Mwakibete,L., Neff,N., Pisco,A., Phelps,M., Tan,M., Zhao,C.",,"USA: San Francisco, CA",Homo sapiens,,2020-03-18,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CZB-RR057-007/2020, complete genome"
MT334546,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29899,GenBank,complete,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00032/2020, complete genome"
MT334547,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Young,E., Oakeson,K.",,USA: UT,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00033/2020, complete genome"
MT326086,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29856,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1785/2020, complete genome"
MT326136,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29695,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1689/2020, complete genome"
MT326137,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29862,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1715/2020, complete genome"
MT326178,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29903,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1595/2020, complete genome"
MT326180,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29841,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1575/2020, complete genome"
MT293196,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29888,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1567/2020, complete genome"
MT293197,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29619,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1593/2020, complete genome"
MT293198,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29881,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1583/2020, complete genome"
MT293199,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29671,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1581/2020, complete genome"
MT293200,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29852,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1603/2020, complete genome"
MT293201,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29846,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1611/2020, complete genome"
MT293202,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29874,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1448/2020, complete genome"
MT293205,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29833,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1561/2020, complete genome"
MT293206,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29668,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1588/2020, complete genome"
MT293207,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29866,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1586/2020, complete genome"
MT293208,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29884,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1587/2020, complete genome"
MT293209,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29842,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1552/2020, complete genome"
MT293210,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29871,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1578/2020, complete genome"
MT293211,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29864,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1591/2020, complete genome"
MT293212,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29883,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1576/2020, complete genome"
MT293213,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29887,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1574/2020, complete genome"
MT293215,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29855,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1569/2020, complete genome"
MT293216,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29859,GenBank,complete,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,USA: WA,Homo sapiens,,2020-03-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-1562/2020, complete genome"
MT419860,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29841,GenBank,complete,,,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-UCSF-UC36/2020, complete genome"
MT412173,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29844,GenBank,complete,,,"Blankenship,H.M., Riner,D., Soehnlen,M.K.",,USA: Michigan,Homo sapiens,swab,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20048/2020, complete genome"
MT412177,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29857,GenBank,complete,,,"Blankenship,H.M., Riner,D., Soehnlen,M.K.",,USA: Michigan,Homo sapiens,swab,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20052/2020, complete genome"
MT412178,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29825,GenBank,complete,,,"Blankenship,H.M., Riner,D., Soehnlen,M.K.",,USA: Michigan,Homo sapiens,swab,2020-03-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MI-MDHHS-SC20053/2020, complete genome"
